datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
1/1/2017 4:00:00 AM,12/31/2016 11:00:00 PM,RFC,2145.000
1/1/2017 3:00:00 AM,12/31/2016 10:00:00 PM,RFC,2311.000
1/1/2017 2:00:00 AM,12/31/2016 9:00:00 PM,RFC,2678.000
1/1/2017 1:00:00 AM,12/31/2016 8:00:00 PM,RFC,2922.000
1/1/2017 12:00:00 AM,12/31/2016 7:00:00 PM,RFC,3590.000
12/31/2016 11:00:00 PM,12/31/2016 6:00:00 PM,RFC,3967.000
12/31/2016 10:00:00 PM,12/31/2016 5:00:00 PM,RFC,4305.000
12/31/2016 9:00:00 PM,12/31/2016 4:00:00 PM,RFC,4810.000
12/31/2016 8:00:00 PM,12/31/2016 3:00:00 PM,RFC,5002.000
12/31/2016 7:00:00 PM,12/31/2016 2:00:00 PM,RFC,5356.000
12/31/2016 6:00:00 PM,12/31/2016 1:00:00 PM,RFC,5566.000
12/31/2016 5:00:00 PM,12/31/2016 12:00:00 PM,RFC,5753.000
12/31/2016 4:00:00 PM,12/31/2016 11:00:00 AM,RFC,5383.000
12/31/2016 3:00:00 PM,12/31/2016 10:00:00 AM,RFC,5331.000
12/31/2016 2:00:00 PM,12/31/2016 9:00:00 AM,RFC,5483.000
12/31/2016 1:00:00 PM,12/31/2016 8:00:00 AM,RFC,5532.000
12/31/2016 12:00:00 PM,12/31/2016 7:00:00 AM,RFC,5454.000
12/31/2016 11:00:00 AM,12/31/2016 6:00:00 AM,RFC,5373.000
12/31/2016 10:00:00 AM,12/31/2016 5:00:00 AM,RFC,5303.000
12/31/2016 9:00:00 AM,12/31/2016 4:00:00 AM,RFC,5368.000
12/31/2016 8:00:00 AM,12/31/2016 3:00:00 AM,RFC,5468.000
12/31/2016 7:00:00 AM,12/31/2016 2:00:00 AM,RFC,5702.000
12/31/2016 6:00:00 AM,12/31/2016 1:00:00 AM,RFC,5886.000
12/31/2016 5:00:00 AM,12/31/2016 12:00:00 AM,RFC,5989.000
12/31/2016 4:00:00 AM,12/30/2016 11:00:00 PM,RFC,6059.000
12/31/2016 3:00:00 AM,12/30/2016 10:00:00 PM,RFC,6124.000
12/31/2016 2:00:00 AM,12/30/2016 9:00:00 PM,RFC,6109.000
12/31/2016 1:00:00 AM,12/30/2016 8:00:00 PM,RFC,6108.000
12/31/2016 12:00:00 AM,12/30/2016 7:00:00 PM,RFC,5477.000
12/30/2016 11:00:00 PM,12/30/2016 6:00:00 PM,RFC,4764.000
12/30/2016 10:00:00 PM,12/30/2016 5:00:00 PM,RFC,3976.000
12/30/2016 9:00:00 PM,12/30/2016 4:00:00 PM,RFC,3508.000
12/30/2016 8:00:00 PM,12/30/2016 3:00:00 PM,RFC,3489.000
12/30/2016 7:00:00 PM,12/30/2016 2:00:00 PM,RFC,3622.000
12/30/2016 6:00:00 PM,12/30/2016 1:00:00 PM,RFC,3277.000
12/30/2016 5:00:00 PM,12/30/2016 12:00:00 PM,RFC,2887.000
12/30/2016 4:00:00 PM,12/30/2016 11:00:00 AM,RFC,3229.000
12/30/2016 3:00:00 PM,12/30/2016 10:00:00 AM,RFC,3838.000
12/30/2016 2:00:00 PM,12/30/2016 9:00:00 AM,RFC,4022.000
12/30/2016 1:00:00 PM,12/30/2016 8:00:00 AM,RFC,4384.000
