datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
1/1/2013 4:00:00 AM,12/31/2012 11:00:00 PM,RFC,0.000
1/1/2013 3:00:00 AM,12/31/2012 10:00:00 PM,RFC,0.000
1/1/2013 2:00:00 AM,12/31/2012 9:00:00 PM,RFC,0.000
1/1/2013 1:00:00 AM,12/31/2012 8:00:00 PM,RFC,0.000
1/1/2013 12:00:00 AM,12/31/2012 7:00:00 PM,RFC,1649.000
12/31/2012 11:00:00 PM,12/31/2012 6:00:00 PM,RFC,1758.000
12/31/2012 10:00:00 PM,12/31/2012 5:00:00 PM,RFC,1753.000
12/31/2012 9:00:00 PM,12/31/2012 4:00:00 PM,RFC,1915.000
12/31/2012 8:00:00 PM,12/31/2012 3:00:00 PM,RFC,2050.000
12/31/2012 7:00:00 PM,12/31/2012 2:00:00 PM,RFC,2351.000
12/31/2012 6:00:00 PM,12/31/2012 1:00:00 PM,RFC,2467.000
12/31/2012 5:00:00 PM,12/31/2012 12:00:00 PM,RFC,2642.000
12/31/2012 4:00:00 PM,12/31/2012 11:00:00 AM,RFC,2509.000
12/31/2012 3:00:00 PM,12/31/2012 10:00:00 AM,RFC,2597.000
12/31/2012 2:00:00 PM,12/31/2012 9:00:00 AM,RFC,2974.000
12/31/2012 1:00:00 PM,12/31/2012 8:00:00 AM,RFC,3405.000
12/31/2012 12:00:00 PM,12/31/2012 7:00:00 AM,RFC,3580.000
12/31/2012 11:00:00 AM,12/31/2012 6:00:00 AM,RFC,3178.000
12/31/2012 10:00:00 AM,12/31/2012 5:00:00 AM,RFC,3305.000
12/31/2012 9:00:00 AM,12/31/2012 4:00:00 AM,RFC,3468.000
12/31/2012 8:00:00 AM,12/31/2012 3:00:00 AM,RFC,3460.000
12/31/2012 7:00:00 AM,12/31/2012 2:00:00 AM,RFC,3339.000
12/31/2012 6:00:00 AM,12/31/2012 1:00:00 AM,RFC,3642.000
12/31/2012 5:00:00 AM,12/31/2012 12:00:00 AM,RFC,3884.000
12/31/2012 4:00:00 AM,12/30/2012 11:00:00 PM,RFC,3927.000
12/31/2012 3:00:00 AM,12/30/2012 10:00:00 PM,RFC,3884.000
12/31/2012 2:00:00 AM,12/30/2012 9:00:00 PM,RFC,3808.000
12/31/2012 1:00:00 AM,12/30/2012 8:00:00 PM,RFC,3752.000
12/31/2012 12:00:00 AM,12/30/2012 7:00:00 PM,RFC,3479.000
12/30/2012 11:00:00 PM,12/30/2012 6:00:00 PM,RFC,3077.000
12/30/2012 10:00:00 PM,12/30/2012 5:00:00 PM,RFC,2537.000
12/30/2012 9:00:00 PM,12/30/2012 4:00:00 PM,RFC,1880.000
12/30/2012 8:00:00 PM,12/30/2012 3:00:00 PM,RFC,1473.000
12/30/2012 7:00:00 PM,12/30/2012 2:00:00 PM,RFC,1470.000
12/30/2012 6:00:00 PM,12/30/2012 1:00:00 PM,RFC,1493.000
12/30/2012 5:00:00 PM,12/30/2012 12:00:00 PM,RFC,1183.000
12/30/2012 4:00:00 PM,12/30/2012 11:00:00 AM,RFC,1023.000
12/30/2012 3:00:00 PM,12/30/2012 10:00:00 AM,RFC,1070.000
12/30/2012 2:00:00 PM,12/30/2012 9:00:00 AM,RFC,1376.000
12/30/2012 1:00:00 PM,12/30/2012 8:00:00 AM,RFC,1527.000
12/30/2012 12:00:00 PM,12/30/2012 7:00:00 AM,RFC,1390.000
12/30/2012 11:00:00 AM,12/30/2012 6:00:00 AM,RFC,1610.000
12/30/2012 10:00:00 AM,12/30/2012 5:00:00 AM,RFC,1839.000
12/30/2012 9:00:00 AM,12/30/2012 4:00:00 AM,RFC,1710.000
12/30/2012 8:00:00 AM,12/30/2012 3:00:00 AM,RFC,1628.000
12/30/2012 7:00:00 AM,12/30/2012 2:00:00 AM,RFC,1795.000
12/30/2012 6:00:00 AM,12/30/2012 1:00:00 AM,RFC,2091.000
12/30/2012 5:00:00 AM,12/30/2012 12:00:00 AM,RFC,2131.000
12/30/2012 4:00:00 AM,12/29/2012 11:00:00 PM,RFC,2339.000
12/30/2012 3:00:00 AM,12/29/2012 10:00:00 PM,RFC,2750.000
12/30/2012 2:00:00 AM,12/29/2012 9:00:00 PM,RFC,2954.000
12/30/2012 1:00:00 AM,12/29/2012 8:00:00 PM,RFC,2970.000
12/30/2012 12:00:00 AM,12/29/2012 7:00:00 PM,RFC,3199.000
12/29/2012 11:00:00 PM,12/29/2012 6:00:00 PM,RFC,3338.000
12/29/2012 10:00:00 PM,12/29/2012 5:00:00 PM,RFC,3207.000
12/29/2012 9:00:00 PM,12/29/2012 4:00:00 PM,RFC,3336.000
12/29/2012 8:00:00 PM,12/29/2012 3:00:00 PM,RFC,3382.000
12/29/2012 7:00:00 PM,12/29/2012 2:00:00 PM,RFC,3402.000
12/29/2012 6:00:00 PM,12/29/2012 1:00:00 PM,RFC,3232.000
12/29/2012 5:00:00 PM,12/29/2012 12:00:00 PM,RFC,3052.000
12/29/2012 4:00:00 PM,12/29/2012 11:00:00 AM,RFC,2549.000
12/29/2012 3:00:00 PM,12/29/2012 10:00:00 AM,RFC,2156.000
12/29/2012 2:00:00 PM,12/29/2012 9:00:00 AM,RFC,1921.000
12/29/2012 1:00:00 PM,12/29/2012 8:00:00 AM,RFC,1740.000
12/29/2012 12:00:00 PM,12/29/2012 7:00:00 AM,RFC,1249.000
12/29/2012 11:00:00 AM,12/29/2012 6:00:00 AM,RFC,924.000
12/29/2012 10:00:00 AM,12/29/2012 5:00:00 AM,RFC,942.000
12/29/2012 9:00:00 AM,12/29/2012 4:00:00 AM,RFC,788.000
12/29/2012 8:00:00 AM,12/29/2012 3:00:00 AM,RFC,676.000
12/29/2012 7:00:00 AM,12/29/2012 2:00:00 AM,RFC,429.000
12/29/2012 6:00:00 AM,12/29/2012 1:00:00 AM,RFC,285.000
12/29/2012 5:00:00 AM,12/29/2012 12:00:00 AM,RFC,187.000
12/29/2012 4:00:00 AM,12/28/2012 11:00:00 PM,RFC,149.000
12/29/2012 3:00:00 AM,12/28/2012 10:00:00 PM,RFC,104.000
12/29/2012 2:00:00 AM,12/28/2012 9:00:00 PM,RFC,121.000
12/29/2012 1:00:00 AM,12/28/2012 8:00:00 PM,RFC,81.000
12/29/2012 12:00:00 AM,12/28/2012 7:00:00 PM,RFC,77.000
12/28/2012 11:00:00 PM,12/28/2012 6:00:00 PM,RFC,102.000
12/28/2012 10:00:00 PM,12/28/2012 5:00:00 PM,RFC,74.000
12/28/2012 9:00:00 PM,12/28/2012 4:00:00 PM,RFC,131.000
12/28/2012 8:00:00 PM,12/28/2012 3:00:00 PM,RFC,228.000
12/28/2012 7:00:00 PM,12/28/2012 2:00:00 PM,RFC,256.000
12/28/2012 6:00:00 PM,12/28/2012 1:00:00 PM,RFC,292.000
12/28/2012 5:00:00 PM,12/28/2012 12:00:00 PM,RFC,296.000
12/28/2012 4:00:00 PM,12/28/2012 11:00:00 AM,RFC,418.000
12/28/2012 3:00:00 PM,12/28/2012 10:00:00 AM,RFC,477.000
12/28/2012 2:00:00 PM,12/28/2012 9:00:00 AM,RFC,471.000
12/28/2012 1:00:00 PM,12/28/2012 8:00:00 AM,RFC,381.000
12/28/2012 12:00:00 PM,12/28/2012 7:00:00 AM,RFC,326.000
12/28/2012 11:00:00 AM,12/28/2012 6:00:00 AM,RFC,320.000
12/28/2012 10:00:00 AM,12/28/2012 5:00:00 AM,RFC,361.000
12/28/2012 9:00:00 AM,12/28/2012 4:00:00 AM,RFC,517.000
12/28/2012 8:00:00 AM,12/28/2012 3:00:00 AM,RFC,484.000
12/28/2012 7:00:00 AM,12/28/2012 2:00:00 AM,RFC,464.000
12/28/2012 6:00:00 AM,12/28/2012 1:00:00 AM,RFC,559.000
12/28/2012 5:00:00 AM,12/28/2012 12:00:00 AM,RFC,570.000
12/28/2012 4:00:00 AM,12/27/2012 11:00:00 PM,RFC,460.000
