datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
1/1/2020 4:00:00 AM,12/31/2019 11:00:00 PM,RFC,5179.249
1/1/2020 3:00:00 AM,12/31/2019 10:00:00 PM,RFC,5411.499
1/1/2020 2:00:00 AM,12/31/2019 9:00:00 PM,RFC,5555.527
1/1/2020 1:00:00 AM,12/31/2019 8:00:00 PM,RFC,5654.413
1/1/2020 12:00:00 AM,12/31/2019 7:00:00 PM,RFC,5488.175
12/31/2019 11:00:00 PM,12/31/2019 6:00:00 PM,RFC,5326.984
12/31/2019 10:00:00 PM,12/31/2019 5:00:00 PM,RFC,5750.868
12/31/2019 9:00:00 PM,12/31/2019 4:00:00 PM,RFC,6163.346
12/31/2019 8:00:00 PM,12/31/2019 3:00:00 PM,RFC,6337.698
12/31/2019 7:00:00 PM,12/31/2019 2:00:00 PM,RFC,6410.543
12/31/2019 6:00:00 PM,12/31/2019 1:00:00 PM,RFC,6478.480
12/31/2019 5:00:00 PM,12/31/2019 12:00:00 PM,RFC,6531.138
12/31/2019 4:00:00 PM,12/31/2019 11:00:00 AM,RFC,6746.486
12/31/2019 3:00:00 PM,12/31/2019 10:00:00 AM,RFC,6853.923
12/31/2019 2:00:00 PM,12/31/2019 9:00:00 AM,RFC,7142.832
12/31/2019 1:00:00 PM,12/31/2019 8:00:00 AM,RFC,7225.845
12/31/2019 12:00:00 PM,12/31/2019 7:00:00 AM,RFC,7014.542
12/31/2019 11:00:00 AM,12/31/2019 6:00:00 AM,RFC,7006.525
12/31/2019 10:00:00 AM,12/31/2019 5:00:00 AM,RFC,6799.136
12/31/2019 9:00:00 AM,12/31/2019 4:00:00 AM,RFC,6824.388
12/31/2019 8:00:00 AM,12/31/2019 3:00:00 AM,RFC,6645.520
12/31/2019 7:00:00 AM,12/31/2019 2:00:00 AM,RFC,6618.073
12/31/2019 6:00:00 AM,12/31/2019 1:00:00 AM,RFC,6663.624
12/31/2019 5:00:00 AM,12/31/2019 12:00:00 AM,RFC,6706.726
12/31/2019 4:00:00 AM,12/30/2019 11:00:00 PM,RFC,6828.524
12/31/2019 3:00:00 AM,12/30/2019 10:00:00 PM,RFC,6771.490
12/31/2019 2:00:00 AM,12/30/2019 9:00:00 PM,RFC,6775.372
12/31/2019 1:00:00 AM,12/30/2019 8:00:00 PM,RFC,6850.512
12/31/2019 12:00:00 AM,12/30/2019 7:00:00 PM,RFC,6755.087
12/30/2019 11:00:00 PM,12/30/2019 6:00:00 PM,RFC,6797.456
12/30/2019 10:00:00 PM,12/30/2019 5:00:00 PM,RFC,6860.574
12/30/2019 9:00:00 PM,12/30/2019 4:00:00 PM,RFC,6911.959
12/30/2019 8:00:00 PM,12/30/2019 3:00:00 PM,RFC,7101.558
12/30/2019 7:00:00 PM,12/30/2019 2:00:00 PM,RFC,7306.532
12/30/2019 6:00:00 PM,12/30/2019 1:00:00 PM,RFC,7300.112
12/30/2019 5:00:00 PM,12/30/2019 12:00:00 PM,RFC,7454.403
12/30/2019 4:00:00 PM,12/30/2019 11:00:00 AM,RFC,7375.392
12/30/2019 3:00:00 PM,12/30/2019 10:00:00 AM,RFC,7380.733
12/30/2019 2:00:00 PM,12/30/2019 9:00:00 AM,RFC,7309.770
12/30/2019 1:00:00 PM,12/30/2019 8:00:00 AM,RFC,7259.487
12/30/2019 12:00:00 PM,12/30/2019 7:00:00 AM,RFC,7076.887
12/30/2019 11:00:00 AM,12/30/2019 6:00:00 AM,RFC,6553.792
12/30/2019 10:00:00 AM,12/30/2019 5:00:00 AM,RFC,6277.731
12/30/2019 9:00:00 AM,12/30/2019 4:00:00 AM,RFC,5648.649
12/30/2019 8:00:00 AM,12/30/2019 3:00:00 AM,RFC,5290.106
12/30/2019 7:00:00 AM,12/30/2019 2:00:00 AM,RFC,5718.446
12/30/2019 6:00:00 AM,12/30/2019 1:00:00 AM,RFC,5020.969
12/30/2019 5:00:00 AM,12/30/2019 12:00:00 AM,RFC,4916.315
12/30/2019 4:00:00 AM,12/29/2019 11:00:00 PM,RFC,3947.205
12/30/2019 3:00:00 AM,12/29/2019 10:00:00 PM,RFC,4375.550
12/30/2019 2:00:00 AM,12/29/2019 9:00:00 PM,RFC,4749.605
12/30/2019 1:00:00 AM,12/29/2019 8:00:00 PM,RFC,5216.122
12/30/2019 12:00:00 AM,12/29/2019 7:00:00 PM,RFC,5049.466
12/29/2019 11:00:00 PM,12/29/2019 6:00:00 PM,RFC,4833.744
12/29/2019 10:00:00 PM,12/29/2019 5:00:00 PM,RFC,4216.527
12/29/2019 9:00:00 PM,12/29/2019 4:00:00 PM,RFC,4055.861
12/29/2019 8:00:00 PM,12/29/2019 3:00:00 PM,RFC,3678.568
12/29/2019 7:00:00 PM,12/29/2019 2:00:00 PM,RFC,3965.838
12/29/2019 6:00:00 PM,12/29/2019 1:00:00 PM,RFC,4566.971
12/29/2019 5:00:00 PM,12/29/2019 12:00:00 PM,RFC,5429.746
12/29/2019 4:00:00 PM,12/29/2019 11:00:00 AM,RFC,5414.207
12/29/2019 3:00:00 PM,12/29/2019 10:00:00 AM,RFC,5797.017
12/29/2019 2:00:00 PM,12/29/2019 9:00:00 AM,RFC,5853.533
12/29/2019 1:00:00 PM,12/29/2019 8:00:00 AM,RFC,5764.857
12/29/2019 12:00:00 PM,12/29/2019 7:00:00 AM,RFC,5242.488
12/29/2019 11:00:00 AM,12/29/2019 6:00:00 AM,RFC,4865.278
12/29/2019 10:00:00 AM,12/29/2019 5:00:00 AM,RFC,4981.555
