datetime_date,datetime_time,mw
2020-10-17,04:00:00,1140.112
2020-10-17,05:00:00,1115.556
2020-10-17,06:00:00,1101.311
2020-10-17,07:00:00,1094.618
2020-10-17,08:00:00,1101.573
2020-10-17,09:00:00,1139.378
2020-10-17,10:00:00,1170.273
2020-10-17,11:00:00,1218.332
2020-10-17,12:00:00,1254.206
2020-10-17,13:00:00,1267.447
2020-10-17,14:00:00,1274.17
2020-10-17,15:00:00,1262.593
2020-10-17,16:00:00,1249.968
2020-10-17,17:00:00,1237.905
2020-10-17,18:00:00,1226.314
2020-10-17,19:00:00,1209.556
2020-10-17,20:00:00,1215.76
2020-10-17,21:00:00,1217.142
2020-10-17,22:00:00,1243.974
2020-10-17,23:00:00,1287.469
2020-10-18,00:00:00,1265.871
2020-10-18,01:00:00,1238.469
2020-10-18,02:00:00,1192.445
2020-10-18,03:00:00,1136.799
2020-10-18,04:00:00,1089.818
2020-10-18,05:00:00,1068.708
2020-10-18,06:00:00,1046.404
2020-10-18,07:00:00,1037.899
2020-10-18,08:00:00,1026.904
2020-10-18,09:00:00,1057.17
2020-10-18,10:00:00,1090.424
2020-10-18,11:00:00,1124.103
2020-10-18,12:00:00,1153.648
2020-10-18,13:00:00,1181.47
2020-10-18,14:00:00,1206.136
2020-10-18,15:00:00,1228.135
2020-10-18,16:00:00,1231.24
2020-10-18,17:00:00,1232.308
2020-10-18,18:00:00,1229.524
2020-10-18,19:00:00,1234.976
2020-10-18,20:00:00,1253.674
2020-10-18,21:00:00,1276.831
2020-10-18,22:00:00,1306.484
2020-10-18,23:00:00,1322.413
2020-10-19,00:00:00,1281.796
2020-10-19,01:00:00,1242.77
2020-10-19,02:00:00,1186.198
2020-10-19,03:00:00,1133.538
2020-10-19,04:00:00,1082.376
2020-10-19,05:00:00,1065.54
2020-10-19,06:00:00,1033.607
2020-10-19,07:00:00,1019.913
2020-10-19,08:00:00,1044.325
2020-10-19,09:00:00,1094.366
2020-10-19,10:00:00,1200.989
2020-10-19,11:00:00,1300.009
2020-10-19,12:00:00,1352.447
2020-10-19,13:00:00,1396.623
2020-10-19,14:00:00,1417.845
2020-10-19,15:00:00,1433.282
