datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2013 5:00:00 AM,1/1/2013 12:00:00 AM,RFC,MIDATL,BC,BC,3445.661,True
1/1/2013 6:00:00 AM,1/1/2013 1:00:00 AM,RFC,MIDATL,BC,BC,3342.673,True
1/1/2013 7:00:00 AM,1/1/2013 2:00:00 AM,RFC,MIDATL,BC,BC,3248.780,True
1/1/2013 8:00:00 AM,1/1/2013 3:00:00 AM,RFC,MIDATL,BC,BC,3187.587,True
1/1/2013 9:00:00 AM,1/1/2013 4:00:00 AM,RFC,MIDATL,BC,BC,3234.148,True
1/1/2013 10:00:00 AM,1/1/2013 5:00:00 AM,RFC,MIDATL,BC,BC,3306.082,True
1/1/2013 11:00:00 AM,1/1/2013 6:00:00 AM,RFC,MIDATL,BC,BC,3371.459,True
1/1/2013 12:00:00 PM,1/1/2013 7:00:00 AM,RFC,MIDATL,BC,BC,3389.484,True
1/1/2013 1:00:00 PM,1/1/2013 8:00:00 AM,RFC,MIDATL,BC,BC,3396.889,True
1/1/2013 2:00:00 PM,1/1/2013 9:00:00 AM,RFC,MIDATL,BC,BC,3554.204,True
1/1/2013 3:00:00 PM,1/1/2013 10:00:00 AM,RFC,MIDATL,BC,BC,3684.220,True
1/1/2013 4:00:00 PM,1/1/2013 11:00:00 AM,RFC,MIDATL,BC,BC,3778.328,True
1/1/2013 5:00:00 PM,1/1/2013 12:00:00 PM,RFC,MIDATL,BC,BC,3814.845,True
1/1/2013 6:00:00 PM,1/1/2013 1:00:00 PM,RFC,MIDATL,BC,BC,3778.235,True
1/1/2013 7:00:00 PM,1/1/2013 2:00:00 PM,RFC,MIDATL,BC,BC,3778.593,True
1/1/2013 8:00:00 PM,1/1/2013 3:00:00 PM,RFC,MIDATL,BC,BC,3799.869,True
1/1/2013 9:00:00 PM,1/1/2013 4:00:00 PM,RFC,MIDATL,BC,BC,3970.378,True
1/1/2013 10:00:00 PM,1/1/2013 5:00:00 PM,RFC,MIDATL,BC,BC,4259.731,True
1/1/2013 11:00:00 PM,1/1/2013 6:00:00 PM,RFC,MIDATL,BC,BC,4276.226,True
1/2/2013 12:00:00 AM,1/1/2013 7:00:00 PM,RFC,MIDATL,BC,BC,4242.937,True
1/2/2013 1:00:00 AM,1/1/2013 8:00:00 PM,RFC,MIDATL,BC,BC,4124.441,True
1/2/2013 2:00:00 AM,1/1/2013 9:00:00 PM,RFC,MIDATL,BC,BC,3970.745,True
1/2/2013 3:00:00 AM,1/1/2013 10:00:00 PM,RFC,MIDATL,BC,BC,3673.129,True
1/2/2013 4:00:00 AM,1/1/2013 11:00:00 PM,RFC,MIDATL,BC,BC,3428.726,True
1/2/2013 5:00:00 AM,1/2/2013 12:00:00 AM,RFC,MIDATL,BC,BC,3253.961,True
1/2/2013 6:00:00 AM,1/2/2013 1:00:00 AM,RFC,MIDATL,BC,BC,3164.831,True
1/2/2013 7:00:00 AM,1/2/2013 2:00:00 AM,RFC,MIDATL,BC,BC,3176.891,True
1/2/2013 8:00:00 AM,1/2/2013 3:00:00 AM,RFC,MIDATL,BC,BC,3201.606,True
