datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2018 5:00:00 AM,1/1/2018 12:00:00 AM,RFC,MIDATL,BC,BC,5018.586,True
1/1/2018 6:00:00 AM,1/1/2018 1:00:00 AM,RFC,MIDATL,BC,BC,5010.021,True
1/1/2018 7:00:00 AM,1/1/2018 2:00:00 AM,RFC,MIDATL,BC,BC,4985.304,True
1/1/2018 8:00:00 AM,1/1/2018 3:00:00 AM,RFC,MIDATL,BC,BC,5009.401,True
1/1/2018 9:00:00 AM,1/1/2018 4:00:00 AM,RFC,MIDATL,BC,BC,5110.790,True
1/1/2018 10:00:00 AM,1/1/2018 5:00:00 AM,RFC,MIDATL,BC,BC,5230.195,True
1/1/2018 11:00:00 AM,1/1/2018 6:00:00 AM,RFC,MIDATL,BC,BC,5385.871,True
1/1/2018 12:00:00 PM,1/1/2018 7:00:00 AM,RFC,MIDATL,BC,BC,5421.157,True
1/1/2018 1:00:00 PM,1/1/2018 8:00:00 AM,RFC,MIDATL,BC,BC,5315.973,True
1/1/2018 2:00:00 PM,1/1/2018 9:00:00 AM,RFC,MIDATL,BC,BC,5075.065,True
1/1/2018 3:00:00 PM,1/1/2018 10:00:00 AM,RFC,MIDATL,BC,BC,4921.183,True
1/1/2018 4:00:00 PM,1/1/2018 11:00:00 AM,RFC,MIDATL,BC,BC,4863.619,True
1/1/2018 5:00:00 PM,1/1/2018 12:00:00 PM,RFC,MIDATL,BC,BC,4868.056,True
1/1/2018 6:00:00 PM,1/1/2018 1:00:00 PM,RFC,MIDATL,BC,BC,4888.503,True
1/1/2018 7:00:00 PM,1/1/2018 2:00:00 PM,RFC,MIDATL,BC,BC,4876.805,True
1/1/2018 8:00:00 PM,1/1/2018 3:00:00 PM,RFC,MIDATL,BC,BC,4969.309,True
1/1/2018 9:00:00 PM,1/1/2018 4:00:00 PM,RFC,MIDATL,BC,BC,5185.828,True
1/1/2018 10:00:00 PM,1/1/2018 5:00:00 PM,RFC,MIDATL,BC,BC,5575.249,True
1/1/2018 11:00:00 PM,1/1/2018 6:00:00 PM,RFC,MIDATL,BC,BC,5665.597,True
1/2/2018 12:00:00 AM,1/1/2018 7:00:00 PM,RFC,MIDATL,BC,BC,5680.008,True
1/2/2018 1:00:00 AM,1/1/2018 8:00:00 PM,RFC,MIDATL,BC,BC,5666.746,True
1/2/2018 2:00:00 AM,1/1/2018 9:00:00 PM,RFC,MIDATL,BC,BC,5557.544,True
1/2/2018 3:00:00 AM,1/1/2018 10:00:00 PM,RFC,MIDATL,BC,BC,5304.651,True
