datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2012 5:00:00 AM,1/1/2012 12:00:00 AM,RFC,MIDATL,BC,BC,3117.523,True
1/1/2012 6:00:00 AM,1/1/2012 1:00:00 AM,RFC,MIDATL,BC,BC,3044.761,True
1/1/2012 7:00:00 AM,1/1/2012 2:00:00 AM,RFC,MIDATL,BC,BC,2957.325,True
1/1/2012 8:00:00 AM,1/1/2012 3:00:00 AM,RFC,MIDATL,BC,BC,2997.503,True
1/1/2012 9:00:00 AM,1/1/2012 4:00:00 AM,RFC,MIDATL,BC,BC,2999.980,True
1/1/2012 10:00:00 AM,1/1/2012 5:00:00 AM,RFC,MIDATL,BC,BC,3111.123,True
1/1/2012 11:00:00 AM,1/1/2012 6:00:00 AM,RFC,MIDATL,BC,BC,3258.970,True
1/1/2012 12:00:00 PM,1/1/2012 7:00:00 AM,RFC,MIDATL,BC,BC,3307.371,True
1/1/2012 1:00:00 PM,1/1/2012 8:00:00 AM,RFC,MIDATL,BC,BC,3369.538,True
1/1/2012 2:00:00 PM,1/1/2012 9:00:00 AM,RFC,MIDATL,BC,BC,3312.552,True
1/1/2012 3:00:00 PM,1/1/2012 10:00:00 AM,RFC,MIDATL,BC,BC,3302.130,True
1/1/2012 4:00:00 PM,1/1/2012 11:00:00 AM,RFC,MIDATL,BC,BC,3277.129,True
1/1/2012 5:00:00 PM,1/1/2012 12:00:00 PM,RFC,MIDATL,BC,BC,3301.542,True
1/1/2012 6:00:00 PM,1/1/2012 1:00:00 PM,RFC,MIDATL,BC,BC,3253.684,True
1/1/2012 7:00:00 PM,1/1/2012 2:00:00 PM,RFC,MIDATL,BC,BC,3281.647,True
1/1/2012 8:00:00 PM,1/1/2012 3:00:00 PM,RFC,MIDATL,BC,BC,3309.168,True
1/1/2012 9:00:00 PM,1/1/2012 4:00:00 PM,RFC,MIDATL,BC,BC,3500.154,True
1/1/2012 10:00:00 PM,1/1/2012 5:00:00 PM,RFC,MIDATL,BC,BC,3728.173,True
1/1/2012 11:00:00 PM,1/1/2012 6:00:00 PM,RFC,MIDATL,BC,BC,3740.556,True
1/2/2012 12:00:00 AM,1/1/2012 7:00:00 PM,RFC,MIDATL,BC,BC,3690.721,True
1/2/2012 1:00:00 AM,1/1/2012 8:00:00 PM,RFC,MIDATL,BC,BC,3641.436,True
1/2/2012 2:00:00 AM,1/1/2012 9:00:00 PM,RFC,MIDATL,BC,BC,3511.422,True
1/2/2012 3:00:00 AM,1/1/2012 10:00:00 PM,RFC,MIDATL,BC,BC,3330.635,True
1/2/2012 4:00:00 AM,1/1/2012 11:00:00 PM,RFC,MIDATL,BC,BC,3175.853,True
1/2/2012 5:00:00 AM,1/2/2012 12:00:00 AM,RFC,MIDATL,BC,BC,2984.048,True
1/2/2012 6:00:00 AM,1/2/2012 1:00:00 AM,RFC,MIDATL,BC,BC,2933.858,True
1/2/2012 7:00:00 AM,1/2/2012 2:00:00 AM,RFC,MIDATL,BC,BC,2898.128,True
1/2/2012 8:00:00 AM,1/2/2012 3:00:00 AM,RFC,MIDATL,BC,BC,2944.089,True
1/2/2012 9:00:00 AM,1/2/2012 4:00:00 AM,RFC,MIDATL,BC,BC,3086.786,True
1/2/2012 10:00:00 AM,1/2/2012 5:00:00 AM,RFC,MIDATL,BC,BC,3323.709,True
1/2/2012 11:00:00 AM,1/2/2012 6:00:00 AM,RFC,MIDATL,BC,BC,3537.377,True
1/2/2012 12:00:00 PM,1/2/2012 7:00:00 AM,RFC,MIDATL,BC,BC,3640.652,True
1/2/2012 1:00:00 PM,1/2/2012 8:00:00 AM,RFC,MIDATL,BC,BC,3687.194,True
1/2/2012 2:00:00 PM,1/2/2012 9:00:00 AM,RFC,MIDATL,BC,BC,3749.388,True
1/2/2012 3:00:00 PM,1/2/2012 10:00:00 AM,RFC,MIDATL,BC,BC,3855.592,True
1/2/2012 4:00:00 PM,1/2/2012 11:00:00 AM,RFC,MIDATL,BC,BC,3940.490,True
1/2/2012 5:00:00 PM,1/2/2012 12:00:00 PM,RFC,MIDATL,BC,BC,3984.715,True
1/2/2012 6:00:00 PM,1/2/2012 1:00:00 PM,RFC,MIDATL,BC,BC,3995.516,True
1/2/2012 7:00:00 PM,1/2/2012 2:00:00 PM,RFC,MIDATL,BC,BC,3975.778,True
1/2/2012 8:00:00 PM,1/2/2012 3:00:00 PM,RFC,MIDATL,BC,BC,4003.546,True
1/2/2012 9:00:00 PM,1/2/2012 4:00:00 PM,RFC,MIDATL,BC,BC,4200.454,True
1/2/2012 10:00:00 PM,1/2/2012 5:00:00 PM,RFC,MIDATL,BC,BC,4608.083,True
1/2/2012 11:00:00 PM,1/2/2012 6:00:00 PM,RFC,MIDATL,BC,BC,4662.130,True
1/3/2012 12:00:00 AM,1/2/2012 7:00:00 PM,RFC,MIDATL,BC,BC,4623.930,True
1/3/2012 1:00:00 AM,1/2/2012 8:00:00 PM,RFC,MIDATL,BC,BC,4520.016,True
1/3/2012 2:00:00 AM,1/2/2012 9:00:00 PM,RFC,MIDATL,BC,BC,4366.711,True
1/3/2012 3:00:00 AM,1/2/2012 10:00:00 PM,RFC,MIDATL,BC,BC,4037.637,True
1/3/2012 4:00:00 AM,1/2/2012 11:00:00 PM,RFC,MIDATL,BC,BC,3764.793,True
1/3/2012 5:00:00 AM,1/3/2012 12:00:00 AM,RFC,MIDATL,BC,BC,3621.232,True
1/3/2012 6:00:00 AM,1/3/2012 1:00:00 AM,RFC,MIDATL,BC,BC,3518.462,True
1/3/2012 7:00:00 AM,1/3/2012 2:00:00 AM,RFC,MIDATL,BC,BC,3544.848,True
1/3/2012 8:00:00 AM,1/3/2012 3:00:00 AM,RFC,MIDATL,BC,BC,3569.377,True
1/3/2012 9:00:00 AM,1/3/2012 4:00:00 AM,RFC,MIDATL,BC,BC,3751.613,True
1/3/2012 10:00:00 AM,1/3/2012 5:00:00 AM,RFC,MIDATL,BC,BC,4134.177,True
1/3/2012 11:00:00 AM,1/3/2012 6:00:00 AM,RFC,MIDATL,BC,BC,4578.302,True
1/3/2012 12:00:00 PM,1/3/2012 7:00:00 AM,RFC,MIDATL,BC,BC,4733.032,True
1/3/2012 1:00:00 PM,1/3/2012 8:00:00 AM,RFC,MIDATL,BC,BC,4612.699,True
1/3/2012 2:00:00 PM,1/3/2012 9:00:00 AM,RFC,MIDATL,BC,BC,4517.191,True
1/3/2012 3:00:00 PM,1/3/2012 10:00:00 AM,RFC,MIDATL,BC,BC,4575.313,True
1/3/2012 4:00:00 PM,1/3/2012 11:00:00 AM,RFC,MIDATL,BC,BC,4546.084,True
1/3/2012 5:00:00 PM,1/3/2012 12:00:00 PM,RFC,MIDATL,BC,BC,4538.585,True
1/3/2012 6:00:00 PM,1/3/2012 1:00:00 PM,RFC,MIDATL,BC,BC,4555.811,True
