datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2009 5:00:00 AM,1/1/2009 12:00:00 AM,RFC,MIDATL,BC,BC,4159.256,True
1/1/2009 6:00:00 AM,1/1/2009 1:00:00 AM,RFC,MIDATL,BC,BC,4132.866,True
1/1/2009 7:00:00 AM,1/1/2009 2:00:00 AM,RFC,MIDATL,BC,BC,4007.984,True
1/1/2009 8:00:00 AM,1/1/2009 3:00:00 AM,RFC,MIDATL,BC,BC,3988.803,True
1/1/2009 9:00:00 AM,1/1/2009 4:00:00 AM,RFC,MIDATL,BC,BC,4017.976,True
1/1/2009 10:00:00 AM,1/1/2009 5:00:00 AM,RFC,MIDATL,BC,BC,4087.383,True
1/1/2009 11:00:00 AM,1/1/2009 6:00:00 AM,RFC,MIDATL,BC,BC,4187.377,True
1/1/2009 12:00:00 PM,1/1/2009 7:00:00 AM,RFC,MIDATL,BC,BC,4171.253,True
1/1/2009 1:00:00 PM,1/1/2009 8:00:00 AM,RFC,MIDATL,BC,BC,4146.533,True
1/1/2009 2:00:00 PM,1/1/2009 9:00:00 AM,RFC,MIDATL,BC,BC,4162.918,True
1/1/2009 3:00:00 PM,1/1/2009 10:00:00 AM,RFC,MIDATL,BC,BC,4184.908,True
1/1/2009 4:00:00 PM,1/1/2009 11:00:00 AM,RFC,MIDATL,BC,BC,4182.146,True
1/1/2009 5:00:00 PM,1/1/2009 12:00:00 PM,RFC,MIDATL,BC,BC,4101.495,True
1/1/2009 6:00:00 PM,1/1/2009 1:00:00 PM,RFC,MIDATL,BC,BC,4001.651,True
1/1/2009 7:00:00 PM,1/1/2009 2:00:00 PM,RFC,MIDATL,BC,BC,3915.967,True
1/1/2009 8:00:00 PM,1/1/2009 3:00:00 PM,RFC,MIDATL,BC,BC,3890.748,True
1/1/2009 9:00:00 PM,1/1/2009 4:00:00 PM,RFC,MIDATL,BC,BC,4083.483,True
1/1/2009 10:00:00 PM,1/1/2009 5:00:00 PM,RFC,MIDATL,BC,BC,4560.783,True
1/1/2009 11:00:00 PM,1/1/2009 6:00:00 PM,RFC,MIDATL,BC,BC,4675.352,True
1/2/2009 12:00:00 AM,1/1/2009 7:00:00 PM,RFC,MIDATL,BC,BC,4702.509,True
1/2/2009 1:00:00 AM,1/1/2009 8:00:00 PM,RFC,MIDATL,BC,BC,4655.386,True
1/2/2009 2:00:00 AM,1/1/2009 9:00:00 PM,RFC,MIDATL,BC,BC,4570.155,True
1/2/2009 3:00:00 AM,1/1/2009 10:00:00 PM,RFC,MIDATL,BC,BC,4350.792,True
1/2/2009 4:00:00 AM,1/1/2009 11:00:00 PM,RFC,MIDATL,BC,BC,4119.643,True
1/2/2009 5:00:00 AM,1/2/2009 12:00:00 AM,RFC,MIDATL,BC,BC,3877.295,True
