datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2019 5:00:00 AM,1/1/2019 12:00:00 AM,RFC,MIDATL,BC,BC,2978.620,True
1/1/2019 6:00:00 AM,1/1/2019 1:00:00 AM,RFC,MIDATL,BC,BC,2843.519,True
1/1/2019 7:00:00 AM,1/1/2019 2:00:00 AM,RFC,MIDATL,BC,BC,2725.460,True
1/1/2019 8:00:00 AM,1/1/2019 3:00:00 AM,RFC,MIDATL,BC,BC,2631.721,True
1/1/2019 9:00:00 AM,1/1/2019 4:00:00 AM,RFC,MIDATL,BC,BC,2610.200,True
1/1/2019 10:00:00 AM,1/1/2019 5:00:00 AM,RFC,MIDATL,BC,BC,2648.284,True
1/1/2019 11:00:00 AM,1/1/2019 6:00:00 AM,RFC,MIDATL,BC,BC,2731.526,True
1/1/2019 12:00:00 PM,1/1/2019 7:00:00 AM,RFC,MIDATL,BC,BC,2747.256,True
1/1/2019 1:00:00 PM,1/1/2019 8:00:00 AM,RFC,MIDATL,BC,BC,2812.533,True
1/1/2019 2:00:00 PM,1/1/2019 9:00:00 AM,RFC,MIDATL,BC,BC,2924.777,True
1/1/2019 3:00:00 PM,1/1/2019 10:00:00 AM,RFC,MIDATL,BC,BC,3044.600,True
1/1/2019 4:00:00 PM,1/1/2019 11:00:00 AM,RFC,MIDATL,BC,BC,3123.963,True
1/1/2019 5:00:00 PM,1/1/2019 12:00:00 PM,RFC,MIDATL,BC,BC,3146.507,True
1/1/2019 6:00:00 PM,1/1/2019 1:00:00 PM,RFC,MIDATL,BC,BC,3120.103,True
1/1/2019 7:00:00 PM,1/1/2019 2:00:00 PM,RFC,MIDATL,BC,BC,3096.551,True
1/1/2019 8:00:00 PM,1/1/2019 3:00:00 PM,RFC,MIDATL,BC,BC,3157.116,True
1/1/2019 9:00:00 PM,1/1/2019 4:00:00 PM,RFC,MIDATL,BC,BC,3349.633,True
1/1/2019 10:00:00 PM,1/1/2019 5:00:00 PM,RFC,MIDATL,BC,BC,3680.543,True
1/1/2019 11:00:00 PM,1/1/2019 6:00:00 PM,RFC,MIDATL,BC,BC,3713.411,True
1/2/2019 12:00:00 AM,1/1/2019 7:00:00 PM,RFC,MIDATL,BC,BC,3695.168,True
1/2/2019 1:00:00 AM,1/1/2019 8:00:00 PM,RFC,MIDATL,BC,BC,3631.468,True
1/2/2019 2:00:00 AM,1/1/2019 9:00:00 PM,RFC,MIDATL,BC,BC,3505.130,True
1/2/2019 3:00:00 AM,1/1/2019 10:00:00 PM,RFC,MIDATL,BC,BC,3284.103,True
1/2/2019 4:00:00 AM,1/1/2019 11:00:00 PM,RFC,MIDATL,BC,BC,3075.944,True
1/2/2019 5:00:00 AM,1/2/2019 12:00:00 AM,RFC,MIDATL,BC,BC,2939.087,True
1/2/2019 6:00:00 AM,1/2/2019 1:00:00 AM,RFC,MIDATL,BC,BC,2854.539,True
1/2/2019 7:00:00 AM,1/2/2019 2:00:00 AM,RFC,MIDATL,BC,BC,2840.310,True
1/2/2019 8:00:00 AM,1/2/2019 3:00:00 AM,RFC,MIDATL,BC,BC,2863.552,True
1/2/2019 9:00:00 AM,1/2/2019 4:00:00 AM,RFC,MIDATL,BC,BC,2994.630,True
1/2/2019 10:00:00 AM,1/2/2019 5:00:00 AM,RFC,MIDATL,BC,BC,3282.000,True
1/2/2019 11:00:00 AM,1/2/2019 6:00:00 AM,RFC,MIDATL,BC,BC,3691.542,True
1/2/2019 12:00:00 PM,1/2/2019 7:00:00 AM,RFC,MIDATL,BC,BC,3857.032,True
1/2/2019 1:00:00 PM,1/2/2019 8:00:00 AM,RFC,MIDATL,BC,BC,3812.907,True
1/2/2019 2:00:00 PM,1/2/2019 9:00:00 AM,RFC,MIDATL,BC,BC,3777.937,True
1/2/2019 3:00:00 PM,1/2/2019 10:00:00 AM,RFC,MIDATL,BC,BC,3766.038,True
1/2/2019 4:00:00 PM,1/2/2019 11:00:00 AM,RFC,MIDATL,BC,BC,3735.152,True
1/2/2019 5:00:00 PM,1/2/2019 12:00:00 PM,RFC,MIDATL,BC,BC,3716.189,True
1/2/2019 6:00:00 PM,1/2/2019 1:00:00 PM,RFC,MIDATL,BC,BC,3713.011,True
1/2/2019 7:00:00 PM,1/2/2019 2:00:00 PM,RFC,MIDATL,BC,BC,3718.416,True
1/2/2019 8:00:00 PM,1/2/2019 3:00:00 PM,RFC,MIDATL,BC,BC,3766.649,True
1/2/2019 9:00:00 PM,1/2/2019 4:00:00 PM,RFC,MIDATL,BC,BC,3926.459,True
1/2/2019 10:00:00 PM,1/2/2019 5:00:00 PM,RFC,MIDATL,BC,BC,4164.347,True
1/2/2019 11:00:00 PM,1/2/2019 6:00:00 PM,RFC,MIDATL,BC,BC,4148.707,True
1/3/2019 12:00:00 AM,1/2/2019 7:00:00 PM,RFC,MIDATL,BC,BC,4085.421,True
1/3/2019 1:00:00 AM,1/2/2019 8:00:00 PM,RFC,MIDATL,BC,BC,3983.680,True
1/3/2019 2:00:00 AM,1/2/2019 9:00:00 PM,RFC,MIDATL,BC,BC,3770.485,True
1/3/2019 3:00:00 AM,1/2/2019 10:00:00 PM,RFC,MIDATL,BC,BC,3493.841,True
1/3/2019 4:00:00 AM,1/2/2019 11:00:00 PM,RFC,MIDATL,BC,BC,3225.182,True
1/3/2019 5:00:00 AM,1/3/2019 12:00:00 AM,RFC,MIDATL,BC,BC,3044.121,True
1/3/2019 6:00:00 AM,1/3/2019 1:00:00 AM,RFC,MIDATL,BC,BC,2937.908,True
1/3/2019 7:00:00 AM,1/3/2019 2:00:00 AM,RFC,MIDATL,BC,BC,2887.729,True
1/3/2019 8:00:00 AM,1/3/2019 3:00:00 AM,RFC,MIDATL,BC,BC,2897.042,True
1/3/2019 9:00:00 AM,1/3/2019 4:00:00 AM,RFC,MIDATL,BC,BC,3006.914,True
1/3/2019 10:00:00 AM,1/3/2019 5:00:00 AM,RFC,MIDATL,BC,BC,3263.349,True
1/3/2019 11:00:00 AM,1/3/2019 6:00:00 AM,RFC,MIDATL,BC,BC,3640.485,True
1/3/2019 12:00:00 PM,1/3/2019 7:00:00 AM,RFC,MIDATL,BC,BC,3800.134,True
1/3/2019 1:00:00 PM,1/3/2019 8:00:00 AM,RFC,MIDATL,BC,BC,3757.112,True
1/3/2019 2:00:00 PM,1/3/2019 9:00:00 AM,RFC,MIDATL,BC,BC,3708.780,True
1/3/2019 3:00:00 PM,1/3/2019 10:00:00 AM,RFC,MIDATL,BC,BC,3671.522,True
1/3/2019 4:00:00 PM,1/3/2019 11:00:00 AM,RFC,MIDATL,BC,BC,3629.978,True
1/3/2019 5:00:00 PM,1/3/2019 12:00:00 PM,RFC,MIDATL,BC,BC,3549.001,True
1/3/2019 6:00:00 PM,1/3/2019 1:00:00 PM,RFC,MIDATL,BC,BC,3534.233,True
1/3/2019 7:00:00 PM,1/3/2019 2:00:00 PM,RFC,MIDATL,BC,BC,3537.537,True
