datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2016 5:00:00 AM,1/1/2016 12:00:00 AM,RFC,MIDATL,BC,BC,3008.152,True
1/1/2016 6:00:00 AM,1/1/2016 1:00:00 AM,RFC,MIDATL,BC,BC,2933.046,True
1/1/2016 7:00:00 AM,1/1/2016 2:00:00 AM,RFC,MIDATL,BC,BC,2872.381,True
1/1/2016 8:00:00 AM,1/1/2016 3:00:00 AM,RFC,MIDATL,BC,BC,2848.905,True
1/1/2016 9:00:00 AM,1/1/2016 4:00:00 AM,RFC,MIDATL,BC,BC,2892.889,True
1/1/2016 10:00:00 AM,1/1/2016 5:00:00 AM,RFC,MIDATL,BC,BC,2989.702,True
1/1/2016 11:00:00 AM,1/1/2016 6:00:00 AM,RFC,MIDATL,BC,BC,3079.791,True
1/1/2016 12:00:00 PM,1/1/2016 7:00:00 AM,RFC,MIDATL,BC,BC,3157.882,True
1/1/2016 1:00:00 PM,1/1/2016 8:00:00 AM,RFC,MIDATL,BC,BC,3171.531,True
1/1/2016 2:00:00 PM,1/1/2016 9:00:00 AM,RFC,MIDATL,BC,BC,3287.647,True
1/1/2016 3:00:00 PM,1/1/2016 10:00:00 AM,RFC,MIDATL,BC,BC,3343.525,True
1/1/2016 4:00:00 PM,1/1/2016 11:00:00 AM,RFC,MIDATL,BC,BC,3397.763,True
1/1/2016 5:00:00 PM,1/1/2016 12:00:00 PM,RFC,MIDATL,BC,BC,3387.196,True
1/1/2016 6:00:00 PM,1/1/2016 1:00:00 PM,RFC,MIDATL,BC,BC,3438.442,True
1/1/2016 7:00:00 PM,1/1/2016 2:00:00 PM,RFC,MIDATL,BC,BC,3427.311,True
1/1/2016 8:00:00 PM,1/1/2016 3:00:00 PM,RFC,MIDATL,BC,BC,3483.377,True
1/1/2016 9:00:00 PM,1/1/2016 4:00:00 PM,RFC,MIDATL,BC,BC,3623.613,True
1/1/2016 10:00:00 PM,1/1/2016 5:00:00 PM,RFC,MIDATL,BC,BC,3934.489,True
1/1/2016 11:00:00 PM,1/1/2016 6:00:00 PM,RFC,MIDATL,BC,BC,3963.853,True
1/2/2016 12:00:00 AM,1/1/2016 7:00:00 PM,RFC,MIDATL,BC,BC,3930.715,True
1/2/2016 1:00:00 AM,1/1/2016 8:00:00 PM,RFC,MIDATL,BC,BC,3900.733,True
1/2/2016 2:00:00 AM,1/1/2016 9:00:00 PM,RFC,MIDATL,BC,BC,3822.266,True
1/2/2016 3:00:00 AM,1/1/2016 10:00:00 PM,RFC,MIDATL,BC,BC,3680.460,True
1/2/2016 4:00:00 AM,1/1/2016 11:00:00 PM,RFC,MIDATL,BC,BC,3534.353,True
1/2/2016 5:00:00 AM,1/2/2016 12:00:00 AM,RFC,MIDATL,BC,BC,3371.642,True
1/2/2016 6:00:00 AM,1/2/2016 1:00:00 AM,RFC,MIDATL,BC,BC,3318.584,True
1/2/2016 7:00:00 AM,1/2/2016 2:00:00 AM,RFC,MIDATL,BC,BC,3282.865,True
1/2/2016 8:00:00 AM,1/2/2016 3:00:00 AM,RFC,MIDATL,BC,BC,3296.720,True
1/2/2016 9:00:00 AM,1/2/2016 4:00:00 AM,RFC,MIDATL,BC,BC,3346.526,True
1/2/2016 10:00:00 AM,1/2/2016 5:00:00 AM,RFC,MIDATL,BC,BC,3484.722,True
1/2/2016 11:00:00 AM,1/2/2016 6:00:00 AM,RFC,MIDATL,BC,BC,3645.765,True
1/2/2016 12:00:00 PM,1/2/2016 7:00:00 AM,RFC,MIDATL,BC,BC,3760.797,True
1/2/2016 1:00:00 PM,1/2/2016 8:00:00 AM,RFC,MIDATL,BC,BC,3799.284,True
1/2/2016 2:00:00 PM,1/2/2016 9:00:00 AM,RFC,MIDATL,BC,BC,3699.381,True
1/2/2016 3:00:00 PM,1/2/2016 10:00:00 AM,RFC,MIDATL,BC,BC,3592.493,True
1/2/2016 4:00:00 PM,1/2/2016 11:00:00 AM,RFC,MIDATL,BC,BC,3502.487,True
1/2/2016 5:00:00 PM,1/2/2016 12:00:00 PM,RFC,MIDATL,BC,BC,3387.403,True
1/2/2016 6:00:00 PM,1/2/2016 1:00:00 PM,RFC,MIDATL,BC,BC,3311.886,True
