datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
1/1/2016 4:00:00 AM,12/31/2015 11:00:00 PM,RFC,2630.000
1/1/2016 3:00:00 AM,12/31/2015 10:00:00 PM,RFC,2250.000
1/1/2016 2:00:00 AM,12/31/2015 9:00:00 PM,RFC,2199.000
1/1/2016 1:00:00 AM,12/31/2015 8:00:00 PM,RFC,2123.000
1/1/2016 12:00:00 AM,12/31/2015 7:00:00 PM,RFC,2173.000
12/31/2015 11:00:00 PM,12/31/2015 6:00:00 PM,RFC,2079.000
12/31/2015 10:00:00 PM,12/31/2015 5:00:00 PM,RFC,2008.000
12/31/2015 9:00:00 PM,12/31/2015 4:00:00 PM,RFC,2154.000
12/31/2015 8:00:00 PM,12/31/2015 3:00:00 PM,RFC,2270.000
12/31/2015 7:00:00 PM,12/31/2015 2:00:00 PM,RFC,2350.000
12/31/2015 6:00:00 PM,12/31/2015 1:00:00 PM,RFC,2204.000
12/31/2015 5:00:00 PM,12/31/2015 12:00:00 PM,RFC,1924.000
12/31/2015 4:00:00 PM,12/31/2015 11:00:00 AM,RFC,1877.000
12/31/2015 3:00:00 PM,12/31/2015 10:00:00 AM,RFC,1750.000
12/31/2015 2:00:00 PM,12/31/2015 9:00:00 AM,RFC,1655.000
12/31/2015 1:00:00 PM,12/31/2015 8:00:00 AM,RFC,1702.000
12/31/2015 12:00:00 PM,12/31/2015 7:00:00 AM,RFC,1852.000
12/31/2015 11:00:00 AM,12/31/2015 6:00:00 AM,RFC,1914.000
12/31/2015 10:00:00 AM,12/31/2015 5:00:00 AM,RFC,2066.000
12/31/2015 9:00:00 AM,12/31/2015 4:00:00 AM,RFC,2105.000
12/31/2015 8:00:00 AM,12/31/2015 3:00:00 AM,RFC,2075.000
12/31/2015 7:00:00 AM,12/31/2015 2:00:00 AM,RFC,2111.000
12/31/2015 6:00:00 AM,12/31/2015 1:00:00 AM,RFC,1936.000
12/31/2015 5:00:00 AM,12/31/2015 12:00:00 AM,RFC,1613.000
12/31/2015 4:00:00 AM,12/30/2015 11:00:00 PM,RFC,1359.000
12/31/2015 3:00:00 AM,12/30/2015 10:00:00 PM,RFC,1366.000
12/31/2015 2:00:00 AM,12/30/2015 9:00:00 PM,RFC,1320.000
12/31/2015 1:00:00 AM,12/30/2015 8:00:00 PM,RFC,1382.000
12/31/2015 12:00:00 AM,12/30/2015 7:00:00 PM,RFC,1277.000
12/30/2015 11:00:00 PM,12/30/2015 6:00:00 PM,RFC,1279.000
12/30/2015 10:00:00 PM,12/30/2015 5:00:00 PM,RFC,1335.000
12/30/2015 9:00:00 PM,12/30/2015 4:00:00 PM,RFC,1312.000
12/30/2015 8:00:00 PM,12/30/2015 3:00:00 PM,RFC,1243.000
12/30/2015 7:00:00 PM,12/30/2015 2:00:00 PM,RFC,1173.000
12/30/2015 6:00:00 PM,12/30/2015 1:00:00 PM,RFC,946.000
12/30/2015 5:00:00 PM,12/30/2015 12:00:00 PM,RFC,607.000
12/30/2015 4:00:00 PM,12/30/2015 11:00:00 AM,RFC,480.000
12/30/2015 3:00:00 PM,12/30/2015 10:00:00 AM,RFC,373.000
12/30/2015 2:00:00 PM,12/30/2015 9:00:00 AM,RFC,335.000
12/30/2015 1:00:00 PM,12/30/2015 8:00:00 AM,RFC,295.000
12/30/2015 12:00:00 PM,12/30/2015 7:00:00 AM,RFC,213.000
12/30/2015 11:00:00 AM,12/30/2015 6:00:00 AM,RFC,290.000
12/30/2015 10:00:00 AM,12/30/2015 5:00:00 AM,RFC,456.000
12/30/2015 9:00:00 AM,12/30/2015 4:00:00 AM,RFC,509.000
12/30/2015 8:00:00 AM,12/30/2015 3:00:00 AM,RFC,303.000
12/30/2015 7:00:00 AM,12/30/2015 2:00:00 AM,RFC,329.000
12/30/2015 6:00:00 AM,12/30/2015 1:00:00 AM,RFC,323.000
12/30/2015 5:00:00 AM,12/30/2015 12:00:00 AM,RFC,247.000
12/30/2015 4:00:00 AM,12/29/2015 11:00:00 PM,RFC,385.000
12/30/2015 3:00:00 AM,12/29/2015 10:00:00 PM,RFC,514.000
12/30/2015 2:00:00 AM,12/29/2015 9:00:00 PM,RFC,864.000
12/30/2015 1:00:00 AM,12/29/2015 8:00:00 PM,RFC,1195.000
12/30/2015 12:00:00 AM,12/29/2015 7:00:00 PM,RFC,1608.000
12/29/2015 11:00:00 PM,12/29/2015 6:00:00 PM,RFC,2203.000
12/29/2015 10:00:00 PM,12/29/2015 5:00:00 PM,RFC,2348.000
12/29/2015 9:00:00 PM,12/29/2015 4:00:00 PM,RFC,2687.000
12/29/2015 8:00:00 PM,12/29/2015 3:00:00 PM,RFC,3149.000
12/29/2015 7:00:00 PM,12/29/2015 2:00:00 PM,RFC,3501.000
12/29/2015 6:00:00 PM,12/29/2015 1:00:00 PM,RFC,3775.000
12/29/2015 5:00:00 PM,12/29/2015 12:00:00 PM,RFC,3891.000
12/29/2015 4:00:00 PM,12/29/2015 11:00:00 AM,RFC,3803.000
12/29/2015 3:00:00 PM,12/29/2015 10:00:00 AM,RFC,3968.000
12/29/2015 2:00:00 PM,12/29/2015 9:00:00 AM,RFC,4059.000
